Week Ending Date,Game Type,Sales Amount
05/20/2023,Pulltab,199260.00
05/20/2023,Instaplay,525762.00
05/27/2023,Lotto,1720096.00
05/27/2023,Instant,6711184.00
05/27/2023,Pulltab,238682.00
05/27/2023,Instaplay,567603.00
06/03/2023,Lotto,1737120.00
06/03/2023,Instant,5631076.00
06/03/2023,Pulltab,258314.51
06/03/2023,Instaplay,673741.00
06/10/2023,Lotto,1864444.00
06/10/2023,Instant,5410509.00
06/10/2023,Pulltab,204341.51
06/10/2023,Instaplay,803802.00
06/17/2023,Lotto,1943106.50
06/17/2023,Instant,6428627.00
06/17/2023,Pulltab,211680.00
06/17/2023,Instaplay,924157.00
06/24/2023,Lotto,2092147.50
06/24/2023,Instant,5018585.00
06/24/2023,Pulltab,250290.00
06/24/2023,Instaplay,1006607.00
07/01/2023,Lotto,2356819.50
07/01/2023,Instant,6507379.00
07/01/2023,Pulltab,267840.00
07/01/2023,Instaplay,435831.00
07/08/2023,Lotto,3440728.00
07/08/2023,Instant,5615759.00
07/08/2023,Pulltab,166050.00
07/08/2023,Instaplay,421561.00
07/15/2023,Lotto,5951629.00
07/15/2023,Instant,5056467.00
07/15/2023,Pulltab,260820.00
07/15/2023,Instaplay,441872.00
07/22/2023,Lotto,7446555.00
07/22/2023,Instant,6613535.00
07/22/2023,Pulltab,252469.97
07/22/2023,Instaplay,432279.00
07/29/2023,Lotto,4071708.50
07/29/2023,Instant,6035274.00
07/29/2023,Pulltab,199690.03
07/29/2023,Instaplay,420915.00
08/05/2023,Lotto,6449867.00
08/05/2023,Instant,5064012.00
08/05/2023,Pulltab,271466.51
08/05/2023,Instaplay,497552.00
08/12/2023,Lotto,4589051.00
08/12/2023,Instant,5720262.00
08/12/2023,Pulltab,255690.00
08/12/2023,Instaplay,530445.00
08/19/2023,Lotto,1958186.50
08/19/2023,Instant,6957803.00
08/19/2023,Pulltab,239758.53
08/19/2023,Instaplay,470147.00
08/26/2023,Lotto,1984930.00
08/26/2023,Instant,5622867.00
08/26/2023,Pulltab,254880.00
08/26/2023,Instaplay,487770.00
09/02/2023,Lotto,2104503.50
09/02/2023,Instant,5262334.00
09/02/2023,Pulltab,218430.00
09/02/2023,Instaplay,518394.00
09/09/2023,Lotto,2168142.50
09/09/2023,Instant,6065369.00
09/09/2023,Pulltab,152008.50
09/09/2023,Instaplay,522570.00
09/16/2023,Lotto,2413533.00
09/16/2023,Instant,4593118.00
09/16/2023,Pulltab,188340.00
09/16/2023,Instaplay,580304.00
09/23/2023,Lotto,2740985.50
09/23/2023,Instant,4798379.00
09/23/2023,Pulltab,306198.56
09/23/2023,Instaplay,642026.00
09/30/2023,Lotto,3912043.00
09/30/2023,Instant,5772956.00
09/30/2023,Pulltab,264394.49
09/30/2023,Instaplay,690888.00
10/07/2023,Lotto,6614307.50
10/07/2023,Instant,4851311.00
10/07/2023,Pulltab,191844.03
10/07/2023,Instaplay,462225.00
10/14/2023,Lotto,5915817.00
10/14/2023,Instant,4643851.00
10/14/2023,Pulltab,248670.00
10/14/2023,Instaplay,421180.00
10/21/2023,Lotto,1621786.50
10/21/2023,Instant,5342589.00
10/21/2023,Pulltab,451440.00
10/21/2023,Instaplay,510905.00
10/28/2023,Lotto,1720286.50
10/28/2023,Instant,7421692.00
10/28/2023,Pulltab,212220.00
10/28/2023,Instaplay,624098.00
11/04/2023,Lotto,1737257.50
11/04/2023,Instant,5610281.00
11/04/2023,Pulltab,251559.82
11/04/2023,Instaplay,459569.00
11/11/2023,Lotto,1992733.50
11/11/2023,Instant,5391586.00
11/11/2023,Pulltab,205740.00
11/11/2023,Instaplay,501175.00
11/18/2023,Lotto,1948926.00
11/18/2023,Instant,6798995.00
11/18/2023,Pulltab,318628.51
11/18/2023,Instaplay,400456.00
11/25/2023,Lotto,1957739.00
11/25/2023,Instant,5500977.00
11/25/2023,Pulltab,121770.00
11/25/2023,Instaplay,473405.00
12/02/2023,Lotto,2150030.00
12/02/2023,Instant,6059815.00
12/02/2023,Pulltab,268578.45
12/02/2023,Instaplay,460455.00
12/09/2023,Lotto,2216232.00
12/09/2023,Instant,6212768.00
12/09/2023,Pulltab,290318.99
12/09/2023,Instaplay,456413.00
12/16/2023,Lotto,2168873.50
12/16/2023,Instant,5399195.00
12/16/2023,Pulltab,360217.52
12/16/2023,Instaplay,491641.00
12/23/2023,Lotto,2669806.00
12/23/2023,Instant,7039631.00
12/23/2023,Pulltab,-113337.99
12/23/2023,Instaplay,553292.00
12/30/2023,Lotto,3358950.00
12/30/2023,Instant,6252233.00
12/30/2023,Pulltab,203310.00
12/30/2023,Instaplay,551553.00
